样本id,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,收率
sample_267,300,,405,700,21:00:00,29,,,23:00:00,102,0:00:00,103,0.2,1:00:00,104,2:00:00,105,0.2,200,2:00-3:00,50,9,5,3:00:00,80,4:00:00,73,4:00-5:00,320,3.5,3.5,5:00-6:00,6:00:00,80,8:00:00,45,8:00-12:00,,,1200,0.15,440,0.943
sample_1063,300,,405,700,6:00:00,21,,,7:00:00,100,8:30:00,103,0.2,9:30:00,104,10:30:00,105,0.2,300,11:00-11:30,50,9,5,12:00:00,70,12:00:00,78,19:30-20:30,350,3.5,3.5,20:30-22:00,22:00:00,65,3:00:00,45,3:00-4:30,5:30-7:00,,800,0.15,420,0.947
sample_1939,300,,405,700,21:00:00,27,,,23:00:00,101,0:00:00,104,0.2,1:00:00,105,2:00:00,106,0.2,200,2:00-3:00,50,9,5,3:00:00,80,4:00:00,73,4:00-5:00,320,3.5,3.5,5:00-6:00,6:00:00,80,8:00:00,45,8:00-12:00,,,1200,0.15,440,0.955
sample_546,300,,405,700,9:00:00,24,,,10:30:00,100,11:30:00,101,0.2,12:30:00,102,13:30:00,102,0.2,300,14:00-14:30,50,10,5,15:00:00,70,15:30:00,78,22:00-23:00,340,3.5,3.5,23:00-0:30,0:30:00,65,4:00:00,45,4:30-6:00,6:30-8:00,,800,0.15,420,0.945
sample_1143,300,,405,700,18:00:00,29,,,20:00:00,102,21:00:00,103,0.2,22:00:00,104,23:00:00,105,0.2,200,23:00-0:00,50,9,5,0:00:00,78,1:00:00,73,1:00-2:00,320,3.5,3.5,2:00-3:00,3:00:00,80,5:00:00,45,5:00-6:30,6:30-8:00,8:00-9:00,1200,0.15,400,0.902
sample_1722,300,,405,700,14:00:00,29,,,16:00:00,102,17:00:00,103,0.2,18:00:00,104,19:00:00,105,0.2,200,19:00-20:00,50,9,5,20:00:00,78,21:00:00,70,21:00-22:00,320,3.5,3.5,22:00-23:00,23:00:00,80,1:00:00,45,1:00-2:30,2:30-4:00,4:00-5:00,1200,0.15,420,0.971
sample_106,300,,405,700,22:00:00,30,,,0:00:00,100,1:00:00,102,0.2,2:00:00,104,3:00:00,106,0.2,200,3:00-4:00,50,9,5,4:00:00,80,5:00:00,73,5:00-6:00,320,3.5,3.5,6:00-7:00,7:00:00,79,9:00:00,45,9:00-10:30,10:30-12:00,12:00-13:00,1200,0.15,400,0.902
sample_1454,300,,405,700,22:00:00,21,,,23:30:00,100,0:30:00,101,0.2,1:30:00,103,2:30:00,105,0.2,300,3:00-3:30,50,10,5,4:00:00,70,4:30:00,75,6:30-7:00,320,3.5,3.5,7:00-8:00,8:00:00,60,13:00:00,50,13:00-14:30,15:00-16:30,,800,0.15,400,0.902
sample_1930,300,,405,700,21:00:00,27,,,23:00:00,102,0:00:00,104,0.2,1:00:00,105,2:00:00,106,0.2,200,2:00-3:00,50,9,5,3:00:00,80,4:00:00,73,4:00-5:00,320,3.5,3.5,5:00-6:00,6:00:00,80,8:00:00,45,8:00-12:00,,,1200,0.15,440,0.93
sample_631,300,,405,700,22:00:00,30,,,0:00:00,101,1:00:00,102,0.2,2:00:00,104,3:00:00,106,0.2,200,3:00-4:00,50,9,5,4:00:00,80,5:00:00,73,5:00-6:00,320,3.5,3.5,6:00-7:00,7:00:00,78,9:00:00,45,9:00-10:30,10:30-12:00,12:00-13:00,1200,0.15,420,0.971
sample_684,300,,405,700,22:00:00,30,,,0:00:00,101,1:00:00,103,0.2,2:00:00,104,3:00:00,107,0.2,200,3:00-4:00,50,9,5,4:00:00,80,5:00:00,74,5:00-6:00,320,3.5,3.5,6:00-7:00,7:00:00,79,9:00:00,45,9:00-10:30,10:30-12:00,12:00-13:00,1200,0.15,400,0.936
sample_21,300,,405,700,8:30:00,24,,,9:00:00,100,10:00:00,103,0.2,11:00:00,103,12:00:00,103,0.2,300,15:30-16:00,35,9,5,16:00:00,71,16:30:00,79,23:00-0:00,300,3.5,3.5,0:00-1:30,1:30:00,60,4:00:00,40,8:30-10:00,10:30-12:00,,800,0.15,400,0.891
sample_871,300,,405,700,21:30:00,38,21:45:00,80,23:15:00,100,0:15:00,102,0.2,1:15:00,103,2:15:00,102,0.2,300,5;30-6;00,50,10,5,6:00:00,70,6:30:00,75,15:00-15:30,300,3.5,3.5,15:30-17;30,17:30:00,65,22:00:00,36,22:00-23:30,0:30-2:00,,800,0.15,400,0.891
sample_243,300,,405,700,21:00:00,28,,,23:00:00,102,0:00:00,104,0.2,1:00:00,105,2:00:00,106,0.2,200,2:00-3:00,50,9,5,3:00:00,80,4:00:00,73,4:00-5:00,320,3.5,3.5,5:00-6:00,6:00:00,80,8:00:00,45,8:00-12:00,,,1200,0.15,440,0.93
sample_51,300,,405,700,8:00:00,20,,,9:00:00,100,10:00:00,105,0.2,11:00:00,105,12:00:00,107,0.2,300,12:20-12:50,50,9,5,13:20:00,70,13:50:00,70,13:50-15:00,350,3.5,3.5,15:00-16:00,16:00:00,68,17:30:00,45,17:00-19:00,19:30-21:00,,800,0.15,400,0.902
sample_1187,300,,405,700,22:00:00,30,,,0:00:00,102,1:00:00,103,0.2,2:00:00,105,3:00:00,106,0.2,200,3:00-4:00,50,9,5,4:00:00,78,5:00:00,73,5:00-6:00,320,3.5,3.5,6:00-7:00,7:00:00,80,9:00:00,45,9:00-10:30,10:30-12:00,12:00-13:00,1200,0.15,420,0.983
sample_916,300,,405,700,20:30:00,35,20:40:00,80,22:00:00,100,23:00:00,102,0.2,0:00:00,102,1:00:00,103,0.2,300,1:00-1:30,50,9,5,1:30:00,70,2:00:00,75,6:00-6:30,350,3.5,3.5,6:30-8:30,8:30:00,65,10:00:00,45,10:00-11:30,13:30-15:00,,800,0.15,400,0.923
sample_442,300,,405,700,12:00:00,21,,,14:00:00,100,15:00:00,102,0.2,16:00:00,104,17:00:00,106,0.2,100,17:00-17:30,80,9,5,18:00:00,80,18:30:00,78,18:30-19:30,280,3.5,3.5,19:00-20:30,20:30:00,65,22:30:00,45,22:30-0:00,0:00-1:00,,800,0.15,400,0.879
sample_708,300,,405,700,6:00:00,30,,,8:00:00,102,9:00:00,103,0.2,10:00:00,104,11:00:00,105,0.2,200,11:00-12:00,50,9,5,12:00:00,79,13:00:00,77,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,78,17:00:00,45,17:00-18:30,18:00-20:00,20:00-21:00,1200,0.15,400,0.925
sample_1573,300,,405,700,13:00:00,34,,,14:30:00,100,15:30:00,102,0.2,16:30:00,103,17:30:00,105,0.2,200,18:00-18:30,50,10,5,18:30:00,70,19:00:00,77,1:30-2:30,290,3.5,3.5,2:30-3:30,3:30:00,65,6:00:00,45,7:35-8:35,9:00-10:00,,800,0.15,420,0.935
sample_1432,300,,405,700,8:00:00,23,,,9:00:00,100,10:00:00,102,0.2,11:00:00,102,12:00:00,102,0.2,300,16:30-17:00,35,9,5,17:00:00,70,17:30:00,78,23:00-0:00,300,3.5,3.5,0:00-1:30,1:30:00,60,4:00:00,40,8:00-9:30,10:30-12:00,,800,0.15,400,0.891
sample_823,300,,405,700,21:00:00,29,,,23:00:00,102,0:00:00,102,0.2,1:00:00,104,2:00:00,105,0.2,200,2:00-3:00,50,9,5,3:00:00,80,4:00:00,73,4:00-5:00,320,3.5,3.5,5:00-6:00,6:00:00,80,8:00:00,45,8:00-11:00,,,1200,0.15,440,0.943
sample_302,300,125,,980,4:30:00,23,,,6:00:00,100,7:00:00,101,0.2,8:00:00,103,9:00:00,103,0.2,300,9:30-10:00,40,10,5,11:00:00,70,11:30:00,78,17:30-18:30,300,3.5,3.5,18:30-20:00,20:00:00,60,23:00:00,40,2:00-4:00,5:00-7:00,,800,0.15,290,0.89
sample_173,300,,405,700,14:00:00,29,,,16:00:00,101,17:00:00,103,0.2,18:00:00,104,19:00:00,105,0.2,200,19:00-20:00,50,9,5,20:00:00,80,21:00:00,73,21:00-22:00,1200,0.15,3.5,22:00-23:00,23:00:00,80,1:00:00,45,1:00-2:30,2:30-4:00,4:00-5:00,1200,0.15,400,0.925
sample_285,300,125,,980,20:30:00,27,,,22:00:00,100,23:00:00,101,0.2,0:00:00,104,1:00:00,105,0.2,200,1:00-1:30,40,10,5,1:30:00,80,2:00:00,77,2:00-3:00,290,3.5,3.5,3:00-4:30,4:30:00,65,6:00:00,50,8:00-9:30,10:30-11:30,,800,0.15,400,0.89
sample_921,300,,405,700,12:30:00,38,12:40:00,80,14:00:00,100,15:00:00,104,0.2,16:00:00,103,17:00:00,103,0.2,300,18:00-19:00,50,9,5,19:00:00,70,19:30:00,75,6:00-6:30,370,3.5,3.5,6:30-8:00,8:00:00,65,12:00:00,25,12:00-13:30,14:00-15:30,,800,0.15,440,0.979
sample_1847,300,,405,700,6:00:00,29,,,8:00:00,102,9:00:00,104,0.2,10:00:00,106,11:00:00,106,0.2,200,11:00-12:00,50,9,5,12:00:00,78,13:00:00,72,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-18:30,18:30-20:00,20:00-21:00,1200,0.15,420,0.965
sample_345,300,,405,700,6:00:00,38,6:15:00,82,7:40:00,100,8:40:00,102,0.2,9:40:00,103,10:40:00,103,0.2,300,14:30-15:00,50,9,5,15:00:00,70,15:30:00,75,0:30-1:00,370,3.5,3.5,1:00-3:00,3:00:00,65,8:00:00,27,8:00-9:30,10:00-11:30,,800,0.15,400,0.891
sample_307,300,,405,700,5:00:00,25,,,6:30:00,100,7:30:00,102,0.2,8:30:00,102,9:30:00,104,0.2,300,12:00-12:30,30,9,5,12:30:00,70,13:00:00,78,20:00-21:00,320,3.5,3.5,21:00-22:30,23:30:00,60,1:00:00,40,2:30-4:00,5:00-6:30,,800,0.15,400,0.902
sample_1955,300,,405,700,6:00:00,29,,,8:00:00,102,9:00:00,103,0.2,10:00:00,104,11:00:00,105,0.2,200,11:00-12:00,50,9,5,12:00:00,80,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-21:00,,,1200,0.15,440,0.93
sample_923,300,,405,700,7:30:00,38,7:40:00,80,9:20:00,100,10:20:00,102,0.2,11:20:00,104,12:20:00,104,0.2,300,15:00-15:30,50,10,5,15:30:00,70,16:00:00,75,0:00-0:30,370,3.5,3.5,0:30-2:00,2:00:00,60,8:00:00,45,8:00-9:30,10:30-12:00,,800,0.15,420,0.935
sample_1773,300,,405,700,14:00:00,29,,,16:00:00,102,17:00:00,103,0.2,18:00:00,104,19:00:00,105,0.2,200,19:00-20:00,50,9,5,20:00:00,80,21:00:00,73,21:00-22:00,320,3.5,3.5,22:00-23:00,23:00:00,80,1:00:00,45,1:00-2:30,2:30-4:00,4:00-5:00,1200,0.15,420,0.983
sample_168,300,,405,700,22:00:00,30,,,0:00:00,101,1:00:00,102,0.2,2:00:00,104,3:00:00,106,0.2,200,3:00-4:00,50,9,5,4:00:00,79,5:00:00,73,5:00-6:00,1200,0.15,3.5,6:00-7:00,7:00:00,80,9:00:00,45,9:00-10:30,10:30-12:00,12:00-13:00,1200,0.15,420,0.983
sample_422,300,125,,980,13:00:00,21,,,15:00:00,100,16:00:00,102,0.2,17:00:00,104,18:00:00,106,0.2,100,18:00:-18:30,50,9,5,19:00:00,80,19:30:00,78,19:30-20:00,300,3.5,3.5,20:00-21:00,21:00:00,65,22:00:00,45,22:00-23:30,23:30-0:30,,800,0.15,400,0.902
sample_226,300,,405,700,14:00:00,30,,,16:00:00,102,17:00:00,103,0.2,18:00:00,106,19:00:00,107,0.2,200,19:00-20:00,50,9,5,20:00:00,80,21:00:00,73,21:00-22:00,320,3.5,3.5,22:00-23:00,23:00:00,80,1:00:00,45,1:00-2:30,2:30-4:00,4:00-5:00,1200,0.15,400,0.925
sample_13,300,,405,700,3:30:00,21,,,5:00:00,100,6:00:00,102,0.2,7:00:00,103,8:00:00,104,0.2,300,11:50-12:20,30,9,5,12:20:00,71,13:20:00,78,18:00-19:00,300,3.5,3.5,19:00-20:30,20:30:00,60,0:00:00,40,3:00-4:30,5:00-6:30,,800,0.15,420,0.923
sample_1508,300,,405,700,20:30:00,39,20:40:00,80,22:20:00,100,23:20:00,102,0.2,0:20:00,102,1:20:00,104,0.2,300,4:30-5:00,50,9,5,5:30:00,75,6:00:00,70,13:00-13:30,330,3.5,3.5,13:30-15:00,15:00:00,65,21:00:00,28,21:00-22:30,23:00-0:30,,800,0.15,400,0.879
sample_1093,300,,405,700,16:00:00,21,,,17:30:00,100,18:30:00,102,0.2,19:30:00,104,20:30:00,105,0.2,300,23:00-23:30,50,9,5,0:00:00,70,0:30:00,78,7:30-8:30,340,3.5,3.5,8:30-10:00,10:00:00,65,14:00:00,45,14:00-15:30,16:30-18:00,,800,0.15,440,0.98
sample_91,300,,405,700,6:00:00,30,,,8:00:00,101,9:00:00,103,0.2,10:00:00,104,11:00:00,105,0.2,200,11:00-12:00,50,9,5,12:00:00,78,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-18:30,18:30-20:00,20:00-21:00,1200,0.15,400,0.902
sample_1526,300,,405,700,18:30:00,38,,,20:00:00,100,21:00:00,102,0.2,22:00:00,103,23:00:00,103,0.2,300,2:0-3:00,50,10,5,3:30:00,70,4:00:00,75,11:30-12:00,350,3.5,3.5,12:00-14:00,14:00:00,65,16:30:00,45,17:00-18:30,20:00-21:30,,800,0.15,400,0.902
sample_1653,300,,405,700,6:00:00,29,,,8:00:00,100,9:00:00,102,0.2,10:00:00,103,11:00:00,105,0.2,200,11:00-12:00,50,9,5,12:00:00,78,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-18:30,18:30-20:00,20:00-21:00,1200,0.15,400,0.902
sample_858,300,125,,980,15:30:00,20,,,17:00:00,100,18:00:00,102,0.2,19:00:00,103,20:00:00,104,0.2,300,0:30-1:00,30,9,5,1:00:00,70,1:30:00,78,10:30-11:30,350,3.5,3.5,11:30-13:00,13:00:00,60,15:00:00,40,17:00-18:30,19;00-20;30,,800,0.15,400,0.902
sample_1706,300,,405,700,14:00:00,29,,,16:00:00,102,17:00:00,103,0.2,18:00:00,104,19:00:00,105,0.2,200,19:00-20:00,50,9,5,20:00:00,78,21:00:00,73,21:00-22:00,320,3.5,3.5,22:00-23:00,23:00:00,80,6:00:00,45,6:00-7:30,7:30-9:00,9:00-10:00,1200,0.15,400,0.902
sample_1705,300,,405,700,6:00:00,29,,,8:00:00,102,9:00:00,103,0.2,10:00:00,104,11:00:00,105,0.2,200,11:00-12:00,50,9,5,12:00:00,78,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-18:30,18:30-20:00,20:00-21:00,1200,0.15,420,0.947
sample_305,300,125,,980,7:00:00,21,,,8:30:00,100,9:30:00,103,0.2,10:30:00,103,11:30:00,105,0.2,300,14:30-15:00,35,10,5,15:00:00,70,15:30:00,70,23:00-0:00,300,3.5,3.5,0:00-1:30,1:30:00,60,5:00:00,45,8:00-9:30,10:30-12:00,,800,0.15,400,0.902
sample_1891,300,,405,700,6:00:00,29,,,8:00:00,102,9:00:00,103,0.2,10:00:00,104,11:00:00,105,0.2,200,11:00-12:00,50,9,5,12:00:00,80,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-18:30,18:30-20:00,20:00-21:00,1200,0.15,420,0.947
sample_1557,300,,405,700,2:30:00,40,2:45:00,80,4:15:00,100,5:15:00,101,0.2,6:15:00,103,7:15:00,102,0.2,300,11:10-11:30,50,9,5,12:00:00,70,12:30:00,75,19:30-20:00,350,3.5,3.5,20:00-22:00,22:00:00,65,1:00:00,32,1:00-2:30,3:30-5:00,,800,0.15,390,0.89
sample_1933,300,,405,700,21:00:00,30,,,23:00:00,103,0:00:00,103,0.2,1:00:00,104,2:00:00,105,0.2,200,2:00-3:00,50,9,5,3:00:00,80,4:00:00,73,4:00-5:00,320,3.5,3.5,5:00-6:00,6:00:00,80,8:00:00,45,8:00-12:00,,,1200,0.15,440,0.93
sample_1920,300,,405,700,14:00:00,30,,,16:00:00,103,17:00:00,103,0.2,18:00:00,104,19:00:00,105,0.2,200,19:00-20:00,50,9,5,20:00:00,80,21:00:00,73,21:00-22:00,320,3.5,3.5,22:00-23:00,23:00:00,80,1:00:00,45,1:00-5:00,,,1200,0.15,460,0.973
sample_1233,300,,405,700,14:00:00,29,,,16:00:00,102,17:00:00,103,0.2,18:00:00,104,19:00:00,105,0.2,200,19:00-20:00,50,9,5,20:00:00,80,21:00:00,72,21:00-22:00,320,3.5,3.5,22:00-23:00,23:00:00,79,1:00:00,45,1:00-2:30,2:30-4:00,4:00-5:00,1200,0.15,400,0.925
sample_491,300,,405,700,6:00:00,29,,,7:30:00,100,8:30:00,101,0.2,9:30:00,103,10:30:00,103,0.2,300,11:00-11:30,50,10,5,12:00:00,70,12:30:00,77,12:30-13:30,330,3.5,3.5,13:30-15:00,15:00:00,65,19:00:00,50,2:00-4:00,5:00-7:00,,800,0.15,420,0.935
sample_75,300,,405,700,22:00:00,29,,,0:00:00,101,1:00:00,103,0.2,2:00:00,104,3:00:00,105,0.2,200,3:00-4:00,50,9,5,4:00:00,80,5:00:00,73,5:00-6:00,320,3.5,3.5,6:00-7:00,7:00:00,80,9:00:00,45,9:00-10:30,10:30-12:00,12:00-13:00,1200,0.15,420,0.947
sample_516,300,,405,700,6:00:00,24,,,7:30:00,100,8:30:00,102,0.2,9:30:00,102,10:30:00,102,0.2,300,11:30-12:00,50,9,5,12:30:00,70,13:00:00,78,18:00-19:00,340,3.5,3.5,20:00-21:30,21:30:00,65,1:00:00,45,3:00-4:30,5:00-6:30,,800,0.15,420,0.923
sample_1096,300,,405,700,21:30:00,21,,,23:00:00,100,0:00:00,102,0.2,1:00:00,103,2:00:00,104,0.2,300,4:00-4:30,50,9,5,5:00:00,70,5:30:00,78,12:30-13:30,340,3.5,3.5,13:30-15:00,15:00:00,65,19:00:00,50,19:00-20:30,21:30-23:00,,800,0.15,440,0.967
sample_562,300,,405,700,8:00:00,29,,,10:00:00,102,11:00:00,103,0.2,12:00:00,104,13:00:00,105,0.2,200,13:00-14:00,50,9,5,14:00:00,78,15:00:00,73,15:00-16:00,320,3.5,3.5,16:00-17:00,17:00:00,80,19:00:00,45,19:00-20:30,20:30-22:00,22:00-23:00,1200,0.15,400,0.902
sample_180,300,,405,700,22:00:00,29,,,0:00:00,102,1:00:00,103,0.2,2:00:00,104,3:00:00,105,0.2,200,3:00-4:00,50,9,5,4:00:00,78,5:00:00,73,5:00-6:00,1200,0.15,3.5,6:00-7:00,7:00:00,80,9:00:00,45,9:00-10:30,10:30-12:00,12:00-13:00,1200,0.15,420,0.983
sample_110,300,,405,700,6:00:00,29,,,8:00:00,101,9:00:00,103,0.2,10:00:00,105,11:00:00,107,0.2,200,11:00-12:00,50,9,5,12:00:00,79,13:00:00,72,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,78,17:00:00,45,17:00-18:30,18:30-20:00,20:00-21:30,1200,0.15,400,0.902
sample_117,300,,405,700,14:00:00,29,,,16:00:00,102,17:00:00,103,0.2,18:00:00,104,19:00:00,105,0.2,200,19:00-20:00,50,9,5,20:00:00,80,21:00:00,73,21:00-22:00,320,3.5,3.5,22:00-23:00,23:00:00,80,1:00:00,45,1:00-2:30,2:30-4:00,4:00-5:00,1200,0.15,420,0.935
sample_294,300,125,,980,0:00:00,19,,,1:30:00,100,2:30:00,101,0.2,3:30:00,103,4:30:00,105,0.2,300,4:30-5:00,40,9,5,5:10:00,70,5:40:00,78,14:30-15:30,320,3.5,3.5,15:30-17:00,17:00:00,60,19:00:00,40,20:00-21:30,22:30-0:00,,800,0.15,400,0.879
sample_1101,300,,405,700,23:00:00,28,,,0:30:00,100,1:30:00,101,0.2,2:30:00,101,3:30:00,103,0.2,300,4:30-5:00,50,9,5,5:30:00,70,6:00:00,78,12:00-13:00,340,3.5,3.5,13:00-14:30,14:30:00,65,18:00:00,50,19:00-20:30,21:00-22:30,,800,0.15,440,0.967
sample_1073,300,,405,700,15:30:00,24,,,17:00:00,100,18:00:00,102,0.2,19:00:00,104,20:00:00,104,0.2,300,23:00-23:30,50,9,5,0:00:00,70,0:30:00,78,7:00-8:30,330,3.5,3.5,9:30-11:00,11:00:00,65,14:00:00,45,14:30-16:00,16:30-18:00,,800,0.15,420,0.912
sample_644,300,,405,700,6:00:00,29,,,8:00:00,102,9:00:00,103,0.2,10:00:00,105,11:00:00,107,0.2,200,11:00-12:00,50,9,5,12:00:00,79,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-18:30,18:30-20:00,20:00-21:00,1200,0.15,400,0.925
sample_773,300,,405,700,14:00:00,27,,,16:00:00,102,17:00:00,104,0.2,18:00:00,105,19:00:00,106,0.2,200,19:00-20:00,50,9,5,20:00:00,80,21:00:00,73,21:00-22:00,320,3.5,3.5,22:00-23:00,23:00:00,80,1:00:00,45,1:00-5:00,,,1200,0.15,460,0.973
sample_1663,300,,405,700,14:00:00,29,,,16:00:00,102,17:00:00,103,0.2,18:00:00,104,19:00:00,105,0.2,200,19:00-20:00,50,9,5,20:00:00,80,21:00:00,73,21:00-22:00,320,3.5,3.5,22:00-23:00,23:00:00,80,1:00:00,45,1:00-2:30,2:30-4:00,4:00-5:00,1200,0.15,400,0.891
sample_1397,300,,405,700,21:00:00,29,,,23:00:00,102,0:00:00,104,0.2,1:00:00,105,2:00:00,106,0.2,200,2:00-3:00,50,9,5,3:00:00,80,4:00:00,73,4:00-5:00,320,3.5,3.5,5:00-6:00,6:00:00,80,8:00:00,45,8:00-9:30,9:30-11:00,11:00-12:00,1200,0.15,420,0.888
sample_623,300,,405,700,22:00:00,29,,,0:00:00,102,1:00:00,103,0.2,2:00:00,104,3:00:00,105,0.2,200,3:00-4:00,50,9,5,4:00:00,78,5:00:00,73,5:00-6:00,320,3.5,3.5,6:00-7:00,7:00:00,80,9:00:00,45,9:00-10:30,10:30-12:00,12:00-13:00,1200,0.15,420,0.983
sample_1632,300,,405,700,6:00:00,29,,,8:00:00,102,9:00:00,103,0.2,10:00:00,104,11:00:00,105,0.2,200,11:00-12:00,50,9,5,12:00:00,80,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-18:30,18:30-20:00,20:00-21:00,1200,0.15,400,0.891
sample_1866,300,,405,700,6:00:00,29,,,8:00:00,101,9:00:00,103,0.2,10:00:00,105,11:00:00,107,0.2,200,11:00-12:00,50,9,5,12:00:00,79,13:00:00,72,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,79,17:00:00,45,17:00-18:30,18:30-20:00,20:00-21:00,1200,0.15,400,0.925
sample_410,300,,405,700,16:00:00,21,,,17:30:00,100,18:30:00,103,0.2,19:30:00,105,20:30:00,107,0.2,200,20:30-21:30,50,10,5,22:00:00,70,22:30:00,79,22:30-23:30,380,3.5,3.5,23:30-0:30,0:30:00,70,2:30:00,50,2:30-4:00,4:00-5:30,,800,0.15,400,0.892
sample_637,300,,405,700,22:00:00,29,,,0:00:00,101,1:00:00,103,0.2,2:00:00,104,3:00:00,105,0.2,200,3:00-4:00,50,9,5,4:00:00,80,5:00:00,73,5:00-6:00,320,3.5,3.5,6:00-7:00,7:00:00,80,9:00:00,45,9:00-10:30,10:30-12:00,12:00-13:00,1200,0.15,420,0.971
sample_1963,300,,405,700,21:00:00,30,,,23:00:00,102,0:00:00,103,0.2,1:00:00,104,2:00:00,105,0.2,200,2:00-3:00,50,9,5,3:00:00,80,4:00:00,73,4:00-5:00,320,3.5,3.5,5:00-6:00,6:00:00,80,8:00:00,45,8:00-12:00,,,1200,0.15,420,0.888
sample_289,300,125,,980,1:00:00,21,,,2:30:00,100,3:30:00,102,0.2,4:30:00,103,5:30:00,105,0.2,300,9:00-9:30,50,9,5,7:40:00,70,8:00:00,78,15:30-16:30,300,3.5,3.5,15:30-16:30,16:30:00,60,18:30:00,40,23:00-0:30,1:30-3:00,,800,0.15,400,0.879
sample_1778,300,,405,700,6:00:00,29,,,8:00:00,102,9:00:00,103,0.2,10:00:00,104,11:00:00,105,0.2,200,11:00-12:00,50,9,5,12:00:00,80,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-18:30,18:30-20:00,20:00-21:00,1200,0.15,400,0.925
sample_1182,300,,405,700,6:00:00,29,,,8:00:00,101,9:00:00,102,0.2,10:00:00,104,11:00:00,106,0.2,200,11:00-12:00,50,9,5,12:00:00,80,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,79,17:00:00,45,17:00-18:30,18:30-20:00,20:00-21:00,1200,0.15,400,0.936
sample_338,300,,405,700,12:30:00,40,12:40:00,80,14:00:00,100,15:00:00,102,0.2,16:00:00,104,17:00:00,104,0.2,300,20:00-20:30,50,9,5,20:30:00,70,21:00:00,75,5:30-6:00,330,3.5,3.5,6:00-7:30,7:30:00,65,12:00:00,25,12:30-13:30,14:00-15:30,,800,0.15,400,0.891
sample_1595,300,,405,700,5:00:00,34,,,6:30:00,100,7:30:00,102,0.2,8:30:00,103,9:30:00,105,0.2,200,10:00-10:30,50,9,5,11:00:00,70,11:30:00,78,11:00-18:00,290,3.5,3.5,18:00-19:00,19:00:00,65,22:00:00,45,0:00-1:30,2:30-4:00,,800,0.15,400,0.891
sample_1912,300,,405,700,14:00:00,29,,,16:00:00,102,17:00:00,103,0.2,18:00:00,104,19:00:00,105,0.2,200,19:00-20:00,50,9,5,20:00:00,80,21:00:00,73,21:00-22:00,320,3.5,3.5,22:00-23:00,23:00:00,80,1:00:00,45,1:00-2:30,2:30-4:00,4:00-5:00,1200,0.15,420,0.935
sample_1013,300,,405,700,22:00:00,26,,,23:00:00,100,0:00:00,101,0.2,1:00:00,104,2:00:00,103,0.2,200,2:00-2:30,50,10,5,2:30:00,70,3:00:00,77,3:00-4:00,300,3.5,3.5,4:00-5:00,5:30:00,60,8:00:00,36,13:00-14:30,15:30-17:00,,800,0.15,400,0.891
sample_47,300,,405,700,18:00:00,21,,,19:00:00,100,20:00:00,102,0.2,21:00:00,103,22:00:00,103,0.2,300,0:30-1:00,40,9,5,1:00:00,70,1:30:00,78,10:00-11:00,300,3.5,3.5,11:00-12:30,12:30:00,60,16:00:00,40,16:00-17:30,18:00-19:30,,800,0.15,420,0.935
sample_748,300,,405,700,15:00:00,30,,,17:00:00,103,18:00:00,103,0.2,19:00:00,104,20:00:00,105,0.2,200,20:00-21:00,50,9,5,21:00:00,80,22:00:00,73,22:00-23:00,290,3.5,3.5,23:00-0:00,0:00:00,80,2:00:00,45,2:00-17:00,,,1200,0.15,400,0.846
sample_1445,300,,405,700,14:00:00,23,,,15:00:00,100,16:00:00,101,0.2,17:00:00,101,18:00:00,102,0.2,300,19:00-19:30,40,9,5,19:30:00,70,20:00:00,78,5:00-6:00,320,3.5,3.5,6:00-7:30,7:30:00,60,12:00:00,40,12:30-14:00,14:30-16:00,,800,0.15,400,0.902
sample_754,300,,405,700,15:00:00,25,,,17:00:00,102,18:00:00,104,0.2,19:00:00,105,20:00:00,106,0.2,200,20:00-21:00,50,9,5,21:00:00,80,22:00:00,73,22:00-23:00,320,3.5,3.5,23:00-0:00,0:00:00,80,2:00:00,45,2:00-5:30,,,1200,0.15,440,0.93
